,label,sentence,translate_result
1626,1,What is a fear of color ?,What's a fear of color?
1627,1,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,What ship wreck in Nantucket killed more divers in its exploration than the 52 -people it sank with?
1628,1,What are the two largest birds on earth ?,What are the two biggest birds in the world?
1629,1,Name the four stories contained in Edith Wharton 's `` Old New York . '',Name the four stories in Edith Wharton's'Old New York'.'
1630,4,What is the largest lake in North America ?,What is the largest lake in North America?
1631,5,How many people died because of a smoking problem in 1997 ?,How many people died from a smoking problem in the 1997?
1632,1,What is chronic constipation a symptom of ?,What is chronic constipation a symptom of?
1633,3,Who wrote The Look of Love after viewing Ursula Andress ?,Who wrote The Look of Love after seeing Ursula Andress?
1634,3,What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,What's the name of the American swimmer who won seven gold medals in the 1972 -year Olympics?
1635,3,Who claims to have the greatest show on earth ?,Who says they have the biggest show in the world?
1636,0,What is Head Start ?,What is Head Start?
1637,3,What Honeymooners actress did Television magazine name as 1953 's most promising star ?,What Honeymooners actress called Television Magazine the 1953's most promising star?
1638,0,Why can 't women serve in the Navy on board submarines ?,Why can't women in the Navy serve on submarines?
1639,1,What did the Yalta Conference lead to ?,What led to the Yalta Conference?
1640,1,What dog was dubbed The Mortgage Lifter ?,"What dog was called ""The Mortgage Lifter""?"
1641,0,What is saltpeter ?,What is Salpeter?
1642,0,What 's the difference between J.D. and LL.M. ?,What's the difference between J.D. and LL.M.?
1643,3,What kind of organization is ` Last Chance for Animals ' ?,"What kind of organization is ""Last Chance for Animals""?"
1644,3,What was the role of the Medieval Guild ?,What was the role of the medieval guild?
1645,3,Silly putty was invented by whom ?,Stupid kitt was invented by who?
1646,1,What should the oven be set at for baking Peachy Oat Muffins ?,What should be set for baking Peachy Oat Muffins?
1647,0,How can someone become a federal agent ?,How can anyone become a federal agent?
1648,3,Who invented the paper clip ?,Who invented the paper clip?
1649,3,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,Who did Lauren Bacall marry after her husband Humphrey Bogart died?
1650,5,How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,How often in his 16 -year -old National Basketball Associate career was John Havlicek a member of the All -Star team?
1651,4,What city or state do the most gay men live in ?,What city or state do most gays live in?
1652,5,Shea and Gould had an office in Los Angeles for how long before closing it ?,"Shea and Gould had an office in Los Angeles, how long before they were closed?"
1653,1,"What word occurs 46 , 227 times in the Bible ?","What word appears 46,227 times in the Bible?"
1654,0,How can you be happy ?,How can you be happy?
1655,0,How would someone go about becoming an organ donor ?,How would someone become an organ donor?
1656,5,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''","In what year did Degas create the bronze sculpture, ``````````Fourth Position Front?''"
1657,3,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,Which composer was awarded the Medal of Honor by Franklin D. Roosevelt?
1658,5,How many URL extensions are there ? and what are they ?,How many URL extensions are there? And what are they?
1659,5,How long after intercourse does it take to find out if you are pregnant ?,How long does it take after intercourse to find out if you're pregnant?
1660,2,What does U.S.S.R. stand for ?,What does U S R mean?
1661,3,"Who created the Fantastic Four , Hulk , and Thor ?","Who created the Fantastic Four, Hulk and Thor?"
1662,1,What is a fear of gravity ?,What is a fear of gravity?
1663,3,Who is the composer of `` Canon in D Major '' ?,Who is the composer of ``Canon in D Major''?
1664,0,What did n't Rocky Marciano do in his pro boxing career ?,What hasn't Rocky Marciano done in his professional boxing career?
1665,4,Where are all European and American eels born ?,Where were all European and American eels born?
1666,3,Who was the author of the novel `` Far From the Madding Crowd '' ?,"Who was the author of the novel ""Far From the Madding Crowd""?"
1667,0,What is the definition of ` graphic details ' ?,What is the definition of ``graphic details'?
1668,1,What was `` America 's recessed-filter cigarette '' ?,What was America's rechessed filter cigarette?
1669,1,What kind of dog is Scooby Doo ?,What kind of dog is Scooby Doo?
1670,0,What is the function of the appendix ?,What is the function of the appendix?
1671,3,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,Which heir of the department store is responsible for installing a 3 -ton safe in front of the Andrea Doria underwater wreck?
1672,1,Which sex is twice as likely to contract leprosy ?,What sex is twice as likely to get leprosy?
1673,4,What was the first town to be chartered in Vermont ?,What was the first city to be mapped in Vermont?
1674,4,What state has the longest Great Lakes shoreline ?,Which state has the longest coastline of the Great Lakes?
1675,4,What U.S. state ends with a G ?,Which U.S. state ends with a G?
1676,5,How many varieties of twins are there ?,How many twins are there?
1677,0,What is a Cartesian Diver ?,What is a Cartesian Diver?
1678,4,What are the largest libraries in the US ?,What are the largest libraries in the United States?
1679,5,How many people live in the Falklands ?,How many people live in the Falklands?
1680,3,Who was Camp David named for ?,Who was Camp David named after?
1681,1,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,What kind of document did President Andrew Johnson want to place a copy under his head at his funeral?
1682,3,Who portrayed `` the man without a face '' in the movie of the same name ?,Who portrayed the faceless man in the film of the same name?
1683,0,What happened in dogtown in 1899 to make that year remembered ?,What happened in Dogtown in 1899 to commemorate this year?
1684,1,What wheel did Blaise Pascal invent in a search for perpetual motion ?,Which wheel did Blaise Pascal invent in search of Perpetual Motion?
1685,5,How much money was the minimum wage in 1991 ?,How much money was the minimum wage in 1991?
1686,5,In what year was the first patent for the pull-tab opener on cans obtained ?,In what year was the first patent for the pull tab opener obtained on cans?
1687,4,What country boasts the most dams ?,Which country has the most dams?
1688,5,What is the regular price ?,How much is the regular price?
1689,4,What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,Which Metropolis landmark was first presented in the 1940s Superman cartoons?
1690,4,Where can one find Mozambique ?,Where can I find Mozambique?
1691,0,How do you recognize anorexia ?,How do you recognize anorexia?
1692,1,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,What Mary Tyler Moore Show regularly came into the world as Tadeus Wladyslaw Konopka?
1693,4,In what city is the US Declaration of Independence located ?,What city is the US Declaration of Independence in?
1694,0,What is the largest variety of cactus ?,What is the largest variety of cactus?
1695,3,Who won the first World Series ?,Who won the first World Series?
1696,1,What did Aaron Hass write ?,What did Aaron Hass write?
1697,3,Who is Samuel Pickering ?,Who is Samuel Pickering?
1698,3,What was the business of the animated Sky Hawks ?,What was the deal with the animated Sky Hawks?
1699,3,Who was credited with saying : `` I never met a man I did n't like '' ?,"Who got the phrase ""I never met a man I didn't like"""
1700,1,"What overalls are named for Dungri , a suburb of Bombay ?","Which coats are named after Dungri, a suburb of Bombay?"
1701,0,Why do rooftops give off steam after a big rainstorm ?,Why do roofs give off steam after a big rain?
1702,4,What nationality was Jackson Pollock ?,What nationality was Jackson Pollock?
1703,5,How much of the earth 's surface is permanently frozen ?,How much of the Earth's surface is permanently frozen?
1704,1,What is the connection between New Krypton and Daxam ?,What is the connection between New Krypton and Daxam?
1705,5,When was Queen Victoria born ?,When was Queen Victoria born?
1706,5,How many people were executed for Abraham Lincoln 's assassination ?,How many people were executed for Abraham Lincoln's murder?
1707,0,What must a Las Vegas blackjack dealer do when he reaches 16 ?,What does a Las Vegas blackjack dealer have to do when he reaches 16th?
1708,4,What is worth seeing in Reims ?,What do you see in rhymes?
1709,1,What type of performer is Ileana Cotrubas ?,What kind of actor is Ileana Cotrubas?
1710,5,When was Yemen reunified ?,When was Yemen reunited?
1711,1,What line of candy products included Super Skrunch and Peanut Butter Oompas ?,What kind of candy were Super Skrunch and Peanut Butter Oompas?
1712,0,Why did the Anglican church split from the Vatican ?,Why did the Anglican Church break up with the Vatican?
