,label,sentence,translate_result
428,0,"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .","With lightning treatment as a cover for the lack of narrative continuity is undeniably almost incoherent, an excuse to come to the last fight...Until then it is impossible to care who wins."
429,1,clooney directs this film always keeping the balance between the fantastic and the believable ...,Clooney directs this film and always keeps the balance between the fantastic and the believer.
430,1,happy times maintains an appealing veneer without becoming too cute about it .,Happy Time keeps an attractive veneer without becoming too sweet.
431,0,tv skit-com material fervently deposited on the big screen .,tv skit -com material stored glowing on the big screen.
432,1,a compelling film .,a captivating film.
433,1,the film 's unhurried pace is actually one of its strengths .,The cozy pace of the film is actually one of its strengths.
434,1,it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,"It will certainly not win any awards in the plot department, but it goes without claim and provides great time."
435,1,most of the things that made the original men in black such a pleasure are still there .,Most of the things that the original men in black have enjoyed so much are still there.
436,0,"cold , sterile and lacking any color or warmth .","cold, sterile and without any colour or heat."
437,0,"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .","A ""girls who have become wild"" video for the Boho Art House crowd, the burning feeling is not a definitive countercultural document -- its makers are not distant and curious enough for this."
438,0,... the movie feels stitched together from stock situations and characters from other movies .,...the film feels sewn together from floor situations and characters from other films.
439,1,"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch .","with an obvious relationship with their actors and a striking style behind the camera,hOP233;l232ne Angel is definitely a director to see."
440,1,"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .","a deft, delightful blend of dull tea drama and overcoming obstacles sports movie triumph."
441,0,men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,Men in Black II achieve ultimate meaninglessness... It is the Science -Fi Comedy Spectacle as Whiffle -Ball epic.
442,0,there 's nothing to gain from watching they .,There's nothing to gain by seeing them.
443,0,debut effort by `` project greenlight '' winner is sappy and amateurish .,The debut of ``project greenlaght''Winner is juicy and amateurish.
444,1,"your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !",Your 20th trip shows a lot of stamina and vitality a n and look at this a n: Madonna's Cameo is not shit!
445,0,an absurdist spider web .,an absurd spider web.
446,1,a journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding .,"a journey that is as difficult for the audience as it is for the protagonist, but it is potentially just as rewarding."
